"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
37,"management","married","tertiary","no",17335,"no","no","cellular",20,"apr",108,1,-1,0,"unknown","no","35-44"
32,"blue-collar","married","secondary","no",17332,"yes","yes","cellular",20,"apr",165,1,-1,0,"unknown","no","25-34"
60,"unknown","married",NA,"no",17297,"no","no","cellular",26,"aug",664,11,-1,0,"unknown","yes","55-64"
47,"technician","married","secondary","no",17206,"yes","no","cellular",19,"aug",125,4,-1,0,"unknown","no","45-54"
57,"management","married","tertiary","no",17118,"yes","no","cellular",21,"nov",102,1,-1,0,"unknown","no","55-64"
51,"technician","single","secondary","no",17092,"no","no","cellular",17,"nov",35,1,-1,0,"unknown","no","45-54"
59,"management","divorced","tertiary","no",17056,"yes","no","cellular",20,"nov",470,2,-1,0,"unknown","no","55-64"
30,"management","single","tertiary","no",17036,"yes","no","unknown",4,"jun",597,7,-1,0,"unknown","no","25-34"
47,"housemaid","single","secondary","no",17023,"no","no","cellular",26,"may",379,2,97,4,"other","no","45-54"
54,"management","married","tertiary","no",17008,"no","no","cellular",19,"nov",151,2,-1,0,"unknown","no","45-54"
33,"technician","married","tertiary","no",16992,"yes","no","unknown",29,"may",58,1,-1,0,"unknown","no","25-34"
34,"technician","married","tertiary","no",16992,"yes","no","cellular",29,"jan",71,1,245,1,"failure","no","25-34"
38,"management","single","tertiary","no",16957,"yes","no","unknown",27,"may",142,2,-1,0,"unknown","no","35-44"
38,"management","single","tertiary","no",16957,"yes","no","telephone",29,"jan",208,1,247,2,"failure","no","35-44"
30,"management","single","tertiary","no",16935,"no","no","cellular",28,"oct",108,1,-1,0,"unknown","no","25-34"
30,"management","single","tertiary","no",16922,"yes","no","cellular",5,"aug",198,1,-1,0,"unknown","no","25-34"
39,"blue-collar","single","secondary","no",16917,"no","no","unknown",11,"jun",129,6,-1,0,"unknown","no","35-44"
25,"entrepreneur","single","tertiary","no",16874,"yes","yes","cellular",15,"may",117,2,-1,0,"unknown","no","<25"
55,"blue-collar","married","secondary","no",16873,"no","no","cellular",1,"jun",78,2,-1,0,"unknown","no","45-54"
56,"admin.","married","secondary","no",16873,"no","no","cellular",7,"oct",223,1,-1,0,"unknown","no","55-64"
57,"admin.","married","secondary","no",16873,"no","no","cellular",14,"oct",219,3,372,1,"failure","no","55-64"
59,"blue-collar","married","secondary","no",16869,"no","no","cellular",19,"nov",107,1,-1,0,"unknown","no","55-64"
54,"management","married","tertiary","no",16843,"no","no","unknown",11,"jun",116,1,-1,0,"unknown","no","45-54"
55,"management","married","tertiary","no",16786,"no","no","cellular",18,"nov",90,1,-1,0,"unknown","no","45-54"
37,"blue-collar","married","secondary","no",16727,"yes","no","cellular",20,"apr",152,2,-1,0,"unknown","no","35-44"
34,"management","married","tertiary","no",16649,"yes","no","cellular",20,"nov",155,2,-1,0,"unknown","no","25-34"
33,"blue-collar","single","secondary","no",16649,"yes","no","cellular",5,"feb",173,1,-1,0,"unknown","no","25-34"
26,"self-employed","single","tertiary","no",16563,"yes","no","cellular",18,"may",245,1,-1,0,"unknown","no","25-34"
41,"admin.","married","secondary","no",16517,"no","no","cellular",18,"nov",1268,2,-1,0,"unknown","no","35-44"
42,"admin.","married","secondary","no",16517,"no","no","cellular",24,"aug",497,2,279,2,"failure","no","35-44"
42,"admin.","married","secondary","no",16517,"no","no","cellular",15,"mar",549,5,203,4,"failure","no","35-44"
34,"admin.","married","secondary","no",16489,"yes","no","cellular",20,"nov",145,1,-1,0,"unknown","no","25-34"
44,"technician","married","secondary","yes",16486,"yes","yes","cellular",19,"nov",275,3,-1,0,"unknown","no","35-44"
55,"retired","married","primary","no",16432,"no","no","cellular",14,"aug",482,2,-1,0,"unknown","no","45-54"
56,"retired","married","primary","no",16432,"no","no","cellular",19,"feb",702,2,189,2,"failure","no","55-64"
41,"blue-collar","married","primary","no",16431,"no","no","unknown",9,"jun",139,1,-1,0,"unknown","no","35-44"
36,"self-employed","married","tertiary","no",16430,"yes","no","unknown",6,"jun",197,3,-1,0,"unknown","no","35-44"
36,"self-employed","married","tertiary","no",16430,"yes","no","cellular",19,"nov",234,1,166,3,"failure","no","35-44"
36,"blue-collar","married","secondary","no",16402,"yes","no","unknown",3,"jun",406,3,-1,0,"unknown","no","35-44"
46,"unemployed","married","secondary","no",16397,"no","no","cellular",18,"nov",641,1,-1,0,"unknown","no","45-54"
56,"management","married","tertiary","no",16377,"no","no","cellular",13,"aug",107,8,-1,0,"unknown","no","55-64"
45,"housemaid","married","secondary","no",16358,"no","no","telephone",19,"nov",161,1,-1,0,"unknown","no","35-44"
67,"blue-collar","married","secondary","no",16353,"no","no","cellular",27,"oct",223,2,-1,0,"unknown","no","65+"
58,"management","married","tertiary","no",16264,"no","no","telephone",17,"nov",215,3,-1,0,"unknown","no","55-64"
38,"management","married","secondary","no",16236,"yes","no","cellular",21,"nov",139,3,-1,0,"unknown","no","35-44"
29,"management","married","tertiary","no",16232,"no","no","unknown",28,"may",39,4,-1,0,"unknown","no","25-34"
44,"blue-collar","married","secondary","no",16178,"yes","no","cellular",21,"nov",297,1,-1,0,"unknown","no","35-44"
27,"student","single","secondary","no",16173,"yes","no","unknown",28,"may",489,1,-1,0,"unknown","no","25-34"
56,"entrepreneur","married","tertiary","no",16125,"no","no","telephone",21,"nov",167,1,-1,0,"unknown","no","55-64"
56,"entrepreneur","married","tertiary","no",16125,"no","no","telephone",7,"may",202,2,167,1,"failure","no","55-64"
58,"technician","married","primary","no",16119,"no","no","telephone",20,"nov",188,2,-1,0,"unknown","no","55-64"
57,"technician","married","secondary","no",16063,"yes","no","unknown",30,"may",352,3,-1,0,"unknown","no","55-64"
51,"management","married","tertiary","no",15904,"no","no","cellular",7,"aug",504,4,-1,0,"unknown","no","45-54"
34,"blue-collar","married","primary","no",15841,"yes","no","cellular",20,"apr",423,5,-1,0,"unknown","no","25-34"
70,"retired","married","tertiary","no",15834,"no","no","telephone",1,"oct",90,1,-1,0,"unknown","no","65+"
70,"retired","married","tertiary","no",15834,"no","no","cellular",5,"apr",172,3,186,1,"failure","no","65+"
37,"blue-collar","married","secondary","no",15801,"yes","no","unknown",14,"may",456,9,-1,0,"unknown","no","35-44"
41,"management","married","tertiary","no",15787,"no","yes","cellular",3,"jun",175,3,-1,0,"unknown","no","35-44"
43,"blue-collar","married","secondary","no",15740,"yes","no","unknown",14,"may",252,2,-1,0,"unknown","no","35-44"
60,"housemaid","married",NA,"no",15681,"no","no","cellular",30,"jul",140,3,-1,0,"unknown","no","55-64"
44,"blue-collar","married",NA,"no",15578,"yes","no","unknown",29,"may",401,1,-1,0,"unknown","no","35-44"
32,"management","single","tertiary","no",15561,"yes","no","cellular",28,"jul",151,3,-1,0,"unknown","no","25-34"
56,"management","married","tertiary","no",15520,"no","no","cellular",18,"nov",420,1,-1,0,"unknown","no","55-64"
45,"blue-collar","married","primary","no",15515,"no","no","cellular",4,"aug",167,2,-1,0,"unknown","no","35-44"
43,"admin.","divorced","secondary","no",15511,"yes","no","unknown",2,"jun",484,1,-1,0,"unknown","no","35-44"
36,"technician","married","secondary","no",15485,"no","no","cellular",14,"apr",461,1,-1,0,"unknown","yes","35-44"
36,"technician","married","secondary","no",15485,"no","no","cellular",26,"may",83,1,42,1,"success","no","35-44"
38,"blue-collar","married","primary","no",15477,"no","no","unknown",20,"jun",114,2,-1,0,"unknown","no","35-44"
35,"technician","married","secondary","no",15474,"no","no","cellular",21,"nov",89,1,92,2,"other","no","25-34"
29,"management","single","tertiary","no",15459,"no","no","cellular",18,"feb",264,7,-1,0,"unknown","yes","25-34"
29,"management","single","tertiary","no",15459,"no","no","cellular",26,"may",245,3,97,7,"success","no","25-34"
41,"management","married","tertiary","no",15449,"no","no","cellular",22,"aug",136,9,-1,0,"unknown","no","35-44"
42,"technician","married","tertiary","no",15445,"no","no","cellular",3,"jun",247,2,-1,0,"unknown","no","35-44"
50,"management","married","tertiary","no",15442,"no","no","unknown",5,"jun",91,1,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",15437,"yes","no","cellular",10,"jul",123,1,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",15423,"yes","yes","cellular",21,"nov",170,2,-1,0,"unknown","no","35-44"
39,"housemaid","married","primary","no",15352,"no","no","unknown",16,"jun",99,1,-1,0,"unknown","no","35-44"
32,"blue-collar","single","secondary","no",15341,"no","no","unknown",21,"may",738,3,-1,0,"unknown","no","25-34"
33,"blue-collar","single","secondary","no",15341,"no","no","cellular",20,"apr",335,1,334,3,"failure","no","25-34"
56,"management","single","tertiary","no",15311,"no","no","cellular",29,"apr",157,6,-1,0,"unknown","no","55-64"
41,"technician","single","tertiary","no",15302,"no","no","cellular",19,"aug",121,4,-1,0,"unknown","no","35-44"
35,"management","married","tertiary","no",15298,"no","no","cellular",7,"aug",642,3,-1,0,"unknown","no","25-34"
70,"entrepreneur","married","tertiary","no",15265,"no","no","cellular",17,"aug",551,2,-1,0,"unknown","no","65+"
71,"entrepreneur","married","tertiary","no",15265,"no","no","cellular",25,"feb",865,1,192,2,"failure","no","65+"
30,"unemployed","single","primary","no",15261,"no","no","cellular",9,"feb",43,5,-1,0,"unknown","no","25-34"
31,"blue-collar","divorced","secondary","no",15187,"no","no","cellular",12,"jun",127,2,-1,0,"unknown","no","25-34"
33,"technician","married","tertiary","no",15169,"yes","no","cellular",20,"nov",103,1,-1,0,"unknown","no","25-34"
26,"technician","single","tertiary","no",15161,"no","no","cellular",2,"feb",280,1,-1,0,"unknown","yes","25-34"
27,"technician","single","tertiary","no",15161,"no","no","cellular",2,"jun",74,1,120,1,"success","yes","25-34"
46,"technician","married","secondary","no",15120,"no","no","cellular",21,"nov",27,3,108,3,"other","no","45-54"
56,"unknown","married",NA,"no",15088,"no","no","cellular",11,"aug",179,4,-1,0,"unknown","no","55-64"
57,"management","divorced","tertiary","no",15062,"no","no","telephone",20,"nov",76,9,-1,0,"unknown","no","55-64"
50,"management","married","primary","no",15035,"yes","no","cellular",12,"may",158,1,-1,0,"unknown","no","45-54"
38,"management","single","tertiary","no",15030,"yes","no","cellular",13,"may",167,1,174,7,"other","no","35-44"
41,"admin.","married","secondary","no",14968,"no","no","cellular",23,"jul",1360,4,-1,0,"unknown","yes","35-44"
36,"management","divorced","tertiary","no",14930,"no","no","cellular",23,"jul",190,1,-1,0,"unknown","no","35-44"
58,"management","married","tertiary","no",14922,"no","no","cellular",5,"aug",68,2,-1,0,"unknown","no","55-64"
45,"admin.","married","secondary","no",14902,"yes","no","unknown",20,"jun",31,6,-1,0,"unknown","no","35-44"
33,"unemployed","single","tertiary","no",14889,"yes","no","cellular",3,"feb",22,3,-1,0,"unknown","no","25-34"
33,"technician","married","secondary","no",14850,"yes","no","cellular",5,"feb",122,5,-1,0,"unknown","no","25-34"
42,"housemaid","married","primary","no",14752,"no","no","unknown",19,"may",107,2,-1,0,"unknown","no","35-44"
31,"self-employed","single","tertiary","no",14692,"yes","no","unknown",23,"may",601,1,-1,0,"unknown","no","25-34"
43,"services","married","secondary","no",14679,"yes","no","cellular",20,"nov",165,3,-1,0,"unknown","no","35-44"
25,"student","single","secondary","no",14657,"yes","no","cellular",12,"may",194,3,-1,0,"unknown","no","<25"
43,"blue-collar","married","secondary","no",14646,"no","no","cellular",23,"oct",210,1,-1,0,"unknown","yes","35-44"
32,"management","married","secondary","no",14611,"yes","no","cellular",17,"jul",67,1,-1,0,"unknown","no","25-34"
31,"technician","married",NA,"no",14533,"no","no","cellular",16,"jun",245,2,-1,0,"unknown","yes","25-34"
32,"technician","married",NA,"no",14533,"no","no","cellular",31,"dec",646,3,198,2,"success","no","25-34"
48,"management","married","tertiary","no",14530,"yes","yes","telephone",29,"jul",863,10,-1,0,"unknown","no","45-54"
32,"self-employed","married","tertiary","no",14522,"no","no","cellular",21,"nov",221,7,-1,0,"unknown","no","25-34"
46,"management","divorced","tertiary","no",14481,"yes","no","unknown",30,"may",1269,1,-1,0,"unknown","yes","45-54"
36,"management","married","tertiary","no",14462,"yes","no","cellular",21,"nov",10,5,-1,0,"unknown","no","35-44"
49,"admin.","married","secondary","no",14440,"yes","no","cellular",21,"nov",60,1,-1,0,"unknown","no","45-54"
58,"retired","married","secondary","no",14412,"no","no","cellular",18,"nov",297,1,-1,0,"unknown","no","55-64"
31,"services","married","secondary","no",14387,"yes","no","cellular",20,"nov",128,1,-1,0,"unknown","no","25-34"
52,"housemaid","married","secondary","no",14363,"no","no","unknown",5,"jun",132,1,-1,0,"unknown","no","45-54"
30,"technician","married","tertiary","no",14355,"no","no","cellular",7,"aug",244,2,-1,0,"unknown","no","25-34"
43,"management","married","tertiary","no",14355,"no","no","cellular",20,"nov",52,2,-1,0,"unknown","no","35-44"
38,"management","married","tertiary","no",14352,"no","no","unknown",6,"sep",8,1,-1,0,"unknown","no","35-44"
56,"management","married","tertiary","no",14344,"yes","no","cellular",5,"feb",358,1,-1,0,"unknown","no","55-64"
42,"technician","married","tertiary","no",14282,"yes","no","cellular",6,"aug",649,4,-1,0,"unknown","yes","35-44"
42,"technician","married","tertiary","no",14282,"yes","no","cellular",17,"nov",77,1,103,4,"success","no","35-44"
35,"technician","married","tertiary","no",14232,"yes","no","cellular",18,"nov",372,2,-1,0,"unknown","no","25-34"
71,"retired","married","tertiary","no",14220,"yes","no","cellular",9,"sep",397,1,-1,0,"unknown","yes","65+"
51,"admin.","divorced","secondary","no",14215,"no","no","cellular",13,"aug",131,2,-1,0,"unknown","no","45-54"
78,"retired","married","primary","no",14204,"no","no","cellular",26,"oct",150,1,183,1,"other","no","65+"
38,"management","married","tertiary","no",14190,"yes","no","cellular",31,"jul",48,3,-1,0,"unknown","no","35-44"
64,"retired","married","tertiary","no",14170,"no","no","cellular",24,"aug",62,2,-1,0,"unknown","no","55-64"
48,"technician","married","secondary","no",14148,"yes","no","cellular",18,"aug",85,2,-1,0,"unknown","no","45-54"
43,"self-employed","married","secondary","no",14144,"yes","no","cellular",21,"nov",504,1,-1,0,"unknown","yes","35-44"
54,"management","married","tertiary","no",14107,"no","no","cellular",17,"nov",98,1,-1,0,"unknown","no","45-54"
57,"blue-collar","married","secondary","no",14093,"no","no","cellular",11,"aug",231,5,-1,0,"unknown","no","55-64"
38,"blue-collar","single","tertiary","no",14058,"no","no","telephone",17,"jul",293,20,-1,0,"unknown","no","35-44"
26,"technician","single","tertiary","no",14054,"no","no","cellular",23,"jul",178,1,-1,0,"unknown","no","25-34"
26,"management","single","tertiary","no",14004,"yes","no","cellular",23,"jul",167,1,-1,0,"unknown","no","25-34"
35,"housemaid","married","secondary","no",14000,"no","no","unknown",9,"jun",121,2,-1,0,"unknown","no","25-34"
50,"management","married","secondary","no",13931,"yes","no","cellular",18,"nov",132,1,-1,0,"unknown","no","45-54"
39,"entrepreneur","married","primary","no",13930,"yes","no","cellular",25,"jul",337,2,-1,0,"unknown","no","35-44"
53,"management","married","primary","no",13901,"yes","no","cellular",21,"nov",59,1,-1,0,"unknown","no","45-54"
44,"management","married","tertiary","no",13893,"no","no","unknown",11,"jun",29,2,-1,0,"unknown","no","35-44"
26,"student","single","tertiary","no",13887,"no","no","cellular",10,"sep",199,4,-1,0,"unknown","no","25-34"
41,"management","married","tertiary","no",13874,"no","no","cellular",5,"feb",255,1,234,2,"other","no","35-44"
44,"management","married","tertiary","no",13853,"yes","no","cellular",18,"nov",1329,3,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",13851,"yes","no","cellular",21,"nov",259,1,-1,0,"unknown","no","35-44"
37,"blue-collar","married","secondary","no",13849,"yes","no","unknown",23,"may",252,5,-1,0,"unknown","no","35-44"
38,"blue-collar","married","secondary","no",13849,"yes","no","cellular",9,"apr",286,4,321,5,"failure","no","35-44"
